Id|Precinct|For|Against|Totals|TabName
1466|Blue Hill|323|236|559|Webster
1467|Guide Rock|130|113|243|Webster
1468|Red Cloud 1st|182|124|306|Webster
1469|Red Cloud 2nd|262|183|445|Webster
1470|Bartlett|159|169|328|Wheeler
1471|Ericson|86|65|151|Wheeler
1472|Stewart-Thayer|186|153|339|York
1473|New York-Waco-Beaver-West Blue|288|291|579|York
1474|Hays-McFadden|253|193|446|York
1475|LeRoy-Baker|171|130|301|York
1476|MABL|338|302|640|York
1477|Brown-Henderson|316|549|865|York
1478|Ward 1|320|238|558|York
1479|Ward 2A|301|261|562|York
1480|Ward 2B|339|207|546|York
1481|Ward 3|280|183|463|York
1482|Ward 4A|399|376|775|York
1483|Ward 4B|370|286|656|York
