Id|Precinct|For|Against|Totals|TabName
1462|Second Ward|284|60|344|Wayne
1463|Third Ward|352|70|422|Wayne
1464|Fourth Ward|506|120|626|Wayne
1465|Bladen|183|42|225|Webster
1466|Blue Hill|415|108|523|Webster
1467|Guide Rock|178|50|228|Webster
1468|Red Cloud 1st|220|69|289|Webster
1469|Red Cloud 2nd|303|113|416|Webster
1470|Bartlett|242|62|304|Wheeler
1471|Ericson|105|31|136|Wheeler
1472|Stewart-Thayer|234|78|312|York
1473|New York-Waco-Beaver-West Blue|447|102|549|York
1474|Hays-McFadden|317|99|416|York
1475|LeRoy-Baker|222|57|279|York
1476|MABL|481|130|611|York
1477|Brown-Henderson|567|218|785|York
1478|Ward 1|395|131|526|York
1479|Ward 2A|417|122|539|York
1480|Ward 2B|419|92|511|York
1481|Ward 3|349|88|437|York
1482|Ward 4A|601|141|742|York
1483|Ward 4B|501|125|626|York
